qid1	qid2
521165	521166
362175	371608
187916	382313
2009	57299
28681	30183
28112	67852
461516	461517
262957	262958
10859	37921
191259	387923
146791	486021
2438	27209
165873	80454
452648	452649
25162	78416
105067	260360
354232	442791
155948	24607
340907	89010
36758	42575
228672	313880
125007	188009
324233	492189
124792	33651
11496	130600
3326	391145
175714	4369
153808	167012
150442	43359
23977	87832
447231	82167
349589	4398
128936	343071
181695	261092
18355	384744
156557	31287
108011	229225
227981	50929
116698	95773
58690	87432
398273	80301
24641	24642
106686	19971
364088	364089
2322	423010
157863	31138
10322	144396
1934	6801
100795	43898
13098	223576
161691	9438
36806	5656
35440	426875
122188	21793
99690	99691
195500	39914
18355	31646
5883	93519
35572	35573
32884	32885
518331	518332
100212	20182
510930	510931
106903	179879
142830	504402
29063	498868
145334	53557
211774	211775
297771	86872
23975	56681
12726	82631
133852	261230
170444	55759
223408	223409
217590	245871
108358	339610
389399	389400
124039	302367
1717	471022
40301	49072
136896	37620
10215	23908
114676	14807
58717	74496
1693	52873
360183	360184
113200	398560
158975	158976
144297	222491
254875	7110
164702	29169
33251	56779
349276	349277
102380	245437
50249	76174
141292	158117
35969	9343
10495	24989
178068	41130
55033	55034
134031	66226
158024	248129
134958	182526
256632	8462
120209	3507
138675	8982
10330	434585
122312	79590
398290	430349
182618	42448
236132	378461
11138	145878
379024	6891
18228	58576
148250	148251
131148	169196
301080	405943
35003	64694
29585	357256
65294	72573
211945	41258
17160	42034
65400	92145
237781	321764
184607	56293
140110	27590
122549	244036
87684	94884
146824	51586
180980	322729
155947	413133
153710	238362
1170	65401
66256	7016
106022	106023
38362	81027
152767	18918
51796	63061
112253	301011
197902	88169
480151	488974
278355	89793
30791	30792
300562	33900
302331	302332
114804	9826
17966	21231
131309	31455
468226	468227
13113	495742
481756	481757
210826	279231
1179	359989
366657	366658
369696	369697
517514	74655
1347	64429
402723	6668
23908	9006
207522	324907
359479	77414
12719	23743
304165	390059
28922	3575
368515	93418
109489	8439
215538	227843
135463	9661
2605	26094
508539	58173
347688	380268
2264	40752
123349	72504
375243	375244
137217	279554
113186	199007
308643	65881
12131	163227
435257	435258
10524	40060
193031	297761
160524	16948
214315	214316
16786	172437
224085	39022
115422	149442
52698	62789
194807	3407
44496	7325
68296	68297
17100	7445
13719	317372
69336	69337
4446	46237
146730	48082
126775	161465
23975	29377
127779	132336
88683	88684
10567	16016
102817	63609
11887	1448
16185	162923
146879	21061
37653	40354
102496	318621
143712	506760
148743	518685
171	3506
105275	47383
253014	345645
163624	386010
334904	347497
242154	51489
72573	80722
29876	75783
100238	512028
124006	124007
118649	73511
12612	381856
18074	885
172256	47322
53324	66488
43413	63168
11357	14811
341293	361268
256632	25984
206184	404260
367621	367622
358441	358442
230980	80722
373535	373536
109791	84705
117102	46725
429544	83710
12214	8461
17456	3794
45090	76977
13817	26186
16919	186380
511751	79741
469938	469939
20948	6201
397227	705
168050	43919
116282	116283
17727	56216
155287	91511
450453	88319
106889	206113
102930	28942
271499	39010
138697	374274
423210	6801
181729	181730
48522	56706
312658	312659
82350	82351
157561	221939
13756	8461
129376	429374
272073	334462
416148	416149
52789	886
150579	54105
40624	63028
135295	40065
1002	119974
11476	270268
46840	94479
5507	77768
10436	4040
107152	16920
274886	91751
61821	72891
9016	9017
16089	67768
178643	278627
192241	192242
133426	61315
280054	7789
14958	4476
6542	93397
112119	63036
105410	412601
11831	313626
209348	55409
179859	179860
36426	93632
103269	125269
18585	190399
224468	224469
110240	34562
150336	158398
25911	33359
24861	40982
20203	305582
166516	265745
169735	6801
2438	77414
168095	95926
26383	82963
138300	29853
160967	229779
62097	62098
189863	191825
64674	65294
20391	20392
129152	87950
152766	27359
37202	37203
22099	400
326725	64248
420815	487693
4446	9007
123387	9006
54746	57440
179011	34547
136254	495683
28671	396113
34376	41867
35449	83746
194658	214024
233300	88169
54453	54454
21009	33359
57627	83243
26730	57756
24862	7707
284132	458288
158630	80588
26259	302367
468758	83825
251916	36819
476557	476558
61179	86745
11092	24473
17110	47507
144396	254281
260919	330192
283978	293035
13143	55300
300733	300734
218307	339521
29169	34936
251910	251911
260660	260661
119365	183091
367875	367876
194015	40060
128022	280380
137496	517514
56331	876
24850	97340
15236	401159
111975	48302
209654	252512
260165	73732
52467	52468
312536	4052
269640	470116
33293	88252
53120	5449
107410	75521
137496	27331
6782	80516
121622	121623
122151	40956
71020	91795
178157	56332
12441	156759
3483	3484
190246	9958
294514	31524
128404	181985
102275	226568
124548	36456
12139	12951
11397	25911
254347	489760
169985	188206
254409	254410
120290	279745
83500	9171
5656	80440
15045	58271
326674	330403
11996	12350
184905	295116
365	84985
154325	465942
311347	72707
157189	215866
312848	312849
150709	78037
114676	83026
189369	42898
5514	58460
395871	395872
140021	323799
6460	6461
127660	20129
486797	8887
5799	5800
143544	39275
274339	397643
303108	84734
351536	351537
435095	435096
2265	384744
362986	364063
241247	335093
277767	277768
415014	503160
273498	273499
61964	61965
302838	302839
2567	330192
161287	161288
10235	217019
149016	403861
40230	45090
24131	348276
14999	15139
119088	78
20333	254209
150608	77758
10041	36947
216332	48050
187904	427928
43898	8461
165830	7153
36393	9732
37111	514817
303515	303516
450531	492317
226283	226284
314357	72916
18328	264296
420304	95350
99573	99574
412905	56404
280816	280817
11103	48190
6274	67597
135178	31517
32423	47413
16490	21693
141104	59531
198566	46473
63349	63350
237925	237926
116100	95342
141842	141843
210147	217983
24118	55070
11423	34937
198593	486021
107397	64065
142767	171286
43544	9172
150949	58919
325347	325348
176268	36296
380427	4490
11233	56778
108926	1903
175399	175400
201682	38182
10336	305731
168199	43408
179142	223921
20323	20986
19936	78945
460113	460114
104567	108926
140327	423210
48171	68909
199331	26656
26856	7060
178749	30195
147011	35208
152387	60296
26259	5057
200439	200440
106997	66256
159	39841
71145	73487
46561	74056
76909	82631
138491	352314
25160	8082
210313	9565
9827	9900
121923	332068
14297	2580
296754	513893
335364	335365
53296	66465
403085	445908
167858	60503
18053	85451
268791	3264
320718	80552
195341	28091
29994	51057
512241	512242
19104	55512
2016	354705
471022	93519
11917	204589
195459	380754
20127	280254
1934	25911
21232	92145
256479	30122
117692	99418
158458	370673
111426	127574
2210	29700
122477	208854
137217	254812
202028	74265
21958	27797
4051	65637
17271	367890
37250	885
286363	286364
161013	3939
132586	154637
125453	511375
254282	41669
10330	11263
268395	268396
228378	76078
108066	157863
117097	135985
64231	64232
344721	42305
127652	16893
55070	99593
171626	300180
24514	78476
121509	30554
115838	429606
215200	263449
13967	13968
4927	78509
48654	59385
451847	451848
36390	49934
286345	73153
106443	41867
3795	80301
27841	294514
12397	95224
303934	303935
431342	516360
105882	5656
67859	67860
103494	25416
213905	426464
29063	55512
306595	7842
10562	4506
33700	57154
1189	1405
16786	5792
114804	66410
166236	315402
145993	327520
102042	49437
114244	97692
393588	5609
168607	184909
104629	8353
144195	465962
347565	391145
39258	83622
16341	21554
129256	273016
12214	43898
2656	9588
411366	5622
135177	96832
11882	15632
13041	367105
79638	8439
368971	368972
137223	36993
19640	220445
259981	259982
501625	501626
411536	97339
205972	21401
241244	64508
435311	436696
373421	455312
211313	47552
57298	61254
29357	41484
113317	56771
26240	26241
65150	9246
22350	9634
394208	394209
273876	31739
138308	416150
279554	30130
2855	8866
167403	208226
67137	67138
140749	140750
41625	72492
35043	5656
446849	475579
180165	180166
176268	72492
324912	36860
124704	58173
22064	8462
187286	21970
19980	40230
15733	72492
104737	45456
38553	38554
336643	336644
145489	72620
233069	39841
118915	330072
15659	355548
183613	405970
21513	60914
201202	78463
51912	74536
221281	221282
107009	412601
15767	53415
482832	482833
423688	423689
11212	9667
212301	89754
21009	25911
189423	248117
216888	264424
196227	196228
366144	366145
11796	146547
19229	33585
32603	82685
365943	365944
112332	145513
10437	62741
11770	226966
526148	526149
148394	347231
497094	497095
29501	5656
324638	324639
134192	173687
86985	86986
108124	183478
124849	124850
119562	38587
59391	75652
56370	56371
124704	6749
98337	98338
403861	6930
83888	90352
167858	254282
427572	427573
207961	414482
35076	8024
116956	410113
32970	62753
49696	8461
140582	140583
18753	47808
219753	233784
21513	264164
18656	31586
387273	54281
14670	24779
142825	16490
2508	74097
44486	48407
21231	6804
61481	84075
286216	286217
15413	15414
195733	464625
123394	598
489117	489118
192635	242102
158845	19200
160959	82571
197399	74459
1062	189796
10321	398273
16143	20385
122252	78781
238484	431924
403579	45414
78625	78626
157042	45910
11172	252967
46744	64530
159247	47060
12853	12854
15596	43413
268959	4445
253099	430212
283978	32861
344315	4251
300715	356213
146669	202489
200359	371444
58362	65853
119104	192371
386369	49004
252193	252194
146730	69079
23230	24233
223720	270405
35414	9171
146986	376085
499669	499670
24479	3020
154126	154127
335308	364737
192308	4345
209661	250191
10946	36569
49276	49277
17052	66619
157977	34937
19329	25911
12945	87290
144202	365991
369424	369425
106263	50718
24861	30554
43681	487832
90859	94531
14767	35930
488490	488491
474	77174
105883	65295
42042	57441
221723	333641
144314	144315
167159	256088
206015	29055
165270	93481
113449	131785
182153	236490
333154	71504
56681	6380
11477	384744
144763	38540
507589	77668
38826	38827
124933	217895
12214	138229
217438	283978
140283	67204
179860	319873
33427	9900
23204	324257
72492	9849
10215	270268
262568	83531
136102	319466
3794	5715
77067	77068
133940	133941
194221	265197
124039	5057
350872	46270
481347	481348
368279	99480
31739	31740
140327	21693
31992	9396
153997	99601
122416	279134
100449	140417
152309	346892
267161	42586
337903	52785
47808	78
27571	9041
20127	34135
331946	94627
8195	8196
113488	153793
12252	21009
30554	517514
44317	81027
133519	1772
102418	29358
11392	71508
102609	89058
306596	31645
10329	435893
220206	384162
23640	33176
341691	341692
13651	13652
241356	41598
103591	34473
152919	152920
12648	12649
151325	173216
168063	508742
229245	41863
265224	268336
100626	173822
101994	17532
155822	480652
11373	5715
197922	4476
26546	470693
2508	71508
104901	30195
316968	65966
176844	206316
148917	26259
67801	9953
214407	402210
526360	526361
106492	200175
178157	42615
12341	97965
320075	320076
109579	8848
224829	478940
237164	87132
506807	506808
61822	72891
18052	45623
162052	213803
26186	63609
301080	416711
107152	446933
1171	92946
464272	464273
279554	63168
201202	242799
20204	29169
122984	31194
391891	54479
112180	17966
421903	421904
16462	16463
430727	430728
71145	87832
123211	192396
303409	303410
10593	2400
28133	53632
105748	105749
201404	201405
6614	7087
118125	3794
32603	99280
238876	238877
344432	4357
306671	85185
297471	3000
399355	494578
311850	311851
67130	7904
62432	66256
371759	371760
7343	91499
11091	15547
40917	5518
112726	321368
105275	327315
172745	328873
517161	517162
25058	424578
1347	14930
7016	9172
215798	26844
114801	5195
64481	85708
121882	39228
12591	253438
217123	77698
148378	148379
34756	5882
409828	495535
12516	186433
100363	108603
10563	137496
10215	500448
117517	7236
19700	452011
2412	2413
221013	3614
14767	5122
11996	20868
27590	332303
11507	91499
202929	399575
11476	39445
234092	65764
111301	35414
107492	18917
1215	132113
128944	140493
14931	2893
102496	35033
72123	72124
26856	3062
314832	366426
4044	7446
11831	162932
14213	52741
105356	38620
166882	329000
15358	273208
52876	52877
151373	523654
528478	528479
217668	278911
109999	97156
169341	9474
121960	136469
200359	92568
235661	235662
218805	383044
116208	54731
296775	38068
426628	426629
39841	411536
107397	7920
441811	98582
1587	1588
53202	58865
18172	372709
100801	426701
407036	7446
20679	30371
33361	967
445416	445417
145	146
320	63753
359479	47300
226563	281513
24709	73322
29056	90446
1805	1806
24779	55974
163938	87798
29460	29461
395675	9708
63820	74540
10330	72620
148238	185349
52522	55922
325799	325800
83400	83401
289039	289040
108618	54373
110994	237328
101260	310176
69628	70048
427572	447893
46641	54298
178040	24734
137420	73942
12062	159405
10329	9171
310480	310481
136469	21506
114669	67597
13752	63711
77345	84697
157550	181159
105409	189654
171287	357256
406419	406420
155338	214664
5514	56440
291132	291133
29501	58058
29700	69441
37402	73406
178830	233285
57928	80194
403499	44873
101916	92946
147490	78229
108925	28888
66410	88319
114669	4251
215800	215801
47049	47050
228378	264198
47793	5043
130137	54894
399025	399026
14361	472363
273470	38271
397236	86257
32885	59531
76977	80454
131916	86237
179536	91854
305582	37759
126155	40179
250062	346688
46919	49460
386639	386640
331461	93481
292500	399933
122416	129935
134237	9827
361687	407394
353996	95926
1447	489229
5166	7165
123836	9826
24734	6801
14807	60889
119068	153250
11000	11001
322668	322669
41597	50258
411529	411530
57244	82880
109124	45974
212909	212910
251700	325392
44520	44521
483227	483228
43756	6291
55350	62415
115123	64428
37921	4052
27662	74355
32868	66619
20716	71144
2458	49350
269236	269237
283360	362314
459866	74354
69850	69851
118353	7295
242	3785
24259	9258
230345	62691
236615	236616
45756	56022
205291	47550
406213	454019
29104	9190
340902	52726
337977	431197
47949	9189
478962	478963
203492	203493
366523	57399
100235	71561
119749	151311
2985	45447
2026	70278
115123	13216
60158	97013
118473	87528
135964	235999
63429	63430
223720	535186
241243	470083
169	465091
4044	41669
61702	61703
200083	80540
62201	67694
184375	184376
149230	74387
33292	88252
38634	61613
117497	3113
336533	336534
191855	191856
33633	38592
27359	37759
123335	123336
178041	55435
215201	263449
102811	214947
293450	43648
13113	30022
225578	225579
236832	69627
159	599
275544	275545
69139	69140
316572	316573
27636	500448
317719	436350
172795	2607
7874	7875
3624	58832
42598	58615
105346	78475
159292	159293
41863	57407
5534	77110
325687	51900
107397	153808
75377	75378
27082	88319
136017	91499
30893	89016
139180	449438
15889	81759
101660	6054
438095	438096
68796	80194
25121	73604
228358	76822
37653	44023
188264	24709
167858	35932
21693	508539
11091	24471
187286	294853
69721	69722
60504	82022
214807	346595
6629	6630
134	80516
124625	7165
143926	167757
14026	36881
11503	96148
10061	76075
216876	61808
31197	31198
57350	57351
342714	342715
221279	221280
101737	413133
27083	277944
471030	489708
12785	12786
123300	79403
245414	69992
242154	5912
126397	84705
161465	55890
146824	24396
3902	46135
140327	19139
186364	186365
30126	30127
147009	347404
105385	105386
395897	395898
389018	517124
27079	53866
268373	383840
176295	215981
110517	9582
16017	94552
158897	46568
123970	8969
22145	534664
419163	421636
14999	5883
10321	139755
1934	306595
108410	117766
190332	80516
215398	251486
42398	514817
377148	377149
158000	8885
371932	45714
33190	64260
280027	525700
117775	5672
159114	68589
456610	456611
233688	267914
11423	60557
240469	344315
11091	28133
178418	407033
439	457507
193015	42254
175335	17965
109579	333510
66184	66185
527522	527523
118457	73326
10217	82169
177504	50832
154221	302938
324295	324296
20948	470401
187788	187789
420133	420134
24717	3153
135728	338240
128987	128988
463140	463141
30475	342578
45446	54444
112640	112641
3749	41576
133817	18318
131785	80194
21401	57539
328564	328565
134843	136929
81321	81322
146824	5279
2438	456661
218057	218058
185664	185665
112330	94496
187155	459439
4914	79986
137496	20010
10248	19139
145	40752
217835	84076
181361	221732
277719	277720
475147	475148
16919	35003
11397	7919
167350	72503
105596	109124
333479	333480
3795	386010
213195	213196
37916	97623
27209	423010
105712	13323
131785	189245
184843	68792
141128	42640
172	67767
34182	46891
129935	55866
371306	7921
120911	120912
3325	391145
276180	276181
22121	453359
276398	313977
49876	498868
1286	17761
242206	60896
43275	485099
205913	410471
415501	512
134680	298124
310176	9827
3955	3956
24396	42017
17467	523654
22444	80910
152603	22638
107298	12591
231298	54065
4367	48346
27500	35076
4548	54608
162836	407036
492770	85277
18355	18953
214006	54064
107831	165270
55061	66256
108780	62415
50259	84705
35414	496165
382049	61442
24716	36861
259830	259831
5715	9171
108201	49553
250979	71159
354270	354271
28133	285352
33427	99661
123003	70896
100806	48654
28818	58696
16089	171
227690	41504
53533	84907
506736	506737
10248	2986
168819	56865
2929	480900
24793	8353
335921	335922
21613	502223
108938	34522
186470	202026
401704	501366
253237	99536
480866	58474
13778	1810
102414	19186
179157	202443
284063	349370
14490	4264
354917	45274
6749	69108
258528	258529
69073	69074
130163	175350
365165	365166
145911	463141
147260	147261
33292	34897
208686	291778
244675	66001
1542	23668
46707	59404
126265	25018
170671	238377
463013	463014
13779	6312
367757	367758
323656	41624
171256	57234
22185	229245
119932	201281
64248	71185
324729	47834
180650	7551
219517	90116
4250	4251
201534	201535
25153	43286
113162	5057
294172	294173
3939	54444
456661	9006
23593	23668
157335	6775
11373	25820
235670	255708
119088	264198
299124	84065
179880	217438
50249	62097
37046	41039
184385	184386
155913	240652
179012	28174
5290	65722
11092	27331
102945	14783
351265	7973
156658	3112
35065	8974
159117	69471
23046	86738
15661	534664
20607	24471
104787	88227
18491	80177
13412	13413
13901	13902
41825	43474
28722	297580
283899	283900
174286	377711
222696	52318
139677	342729
16490	6802
23669	2933
318440	318441
108971	283225
25672	268447
169735	2439
31229	39841
3152	56613
143159	226755
28132	5359
103780	103781
285570	385565
198281	198282
146734	19580
294872	294873
134759	134760
408506	408507
269443	42678
366598	366599
363735	363736
295763	8569
15407	54746
199572	50767
341904	341905
33361	80440
186380	42586
14297	23717
15140	98452
216792	216793
16199	3595
10365	46198
178173	249317
100321	17244
183375	46615
204524	23803
139755	48654
30748	56861
33787	434138
49732	5908
77412	77413
284	59067
325084	419647
117097	431342
7016	83500
120179	56187
143801	6775
227690	37111
60739	87978
229595	90124
36133	36134
33606	38967
274946	34181
525	81520
226191	54310
84857	84858
164702	323799
183743	390456
148705	22194
243777	91972
322141	33359
39676	86825
13581	35737
13152	13153
47792	9932
17537	47195
162705	162706
24572	65295
22680	91950
34451	6680
118136	8376
158845	33427
17589	5903
266155	37547
119238	79155
301973	301974
55061	9827
68501	70709
70605	70606
113143	135338
175670	56950
102867	145102
107987	43857
418779	48214
166981	166982
12726	359989
169735	306595
115459	27083
44876	99442
173312	45974
35930	5123
39243	46199
181672	89754
156471	60738
117041	322980
2025	9848
441	56578
23707	4834
452762	452763
215596	492723
22528	271670
296437	296438
165892	170711
15672	7420
354843	53821
344864	344865
228501	92340
164852	75209
259460	286525
48098	74547
101428	4703
33028	5101
95620	95621
166501	19329
53467	9171
1286	20542
514642	514643
271910	271911
118387	147321
278815	278816
437858	437859
120896	304041
241244	470083
166709	270472
374716	41808
18244	35065
255115	255116
121960	168740
213906	334971
160824	298336
25853	99695
207684	28599
156425	157781
12005	58362
138228	96994
235161	85325
306595	396726
13143	39499
25695	5718
106489	34368
152309	211143
17317	35427
2985	31646
11488	66663
109246	97260
187257	74089
173080	173081
118286	118287
112330	2265
387274	387275
125727	125728
2210	23506
510187	510188
380655	54155
329562	47392
200383	323374
157115	166802
169771	268753
26234	52722
24572	69707
121494	63957
106545	203638
280294	280295
427274	535812
225644	287713
48086	68026
270237	270238
14810	6119
209069	286272
10249	526
34135	73544
18053	75894
131689	307073
19775	230116
4044	65116
24067	502
158588	53648
391385	457572
114818	206896
422596	74884
11264	69079
10592	167390
100443	100444
26907	66181
2491	3474
3595	362986
27209	40752
153232	168192
125266	25755
18858	2049
387796	5692
265047	296491
454398	454399
528613	528614
360687	360688
191163	191164
122959	26730
103384	128661
28713	34522
28722	9171
113287	340141
11600	25994
295751	51425
141218	71319
300931	300932
1842	46199
43199	59488
154857	72600
300562	9443
233965	75903
211971	260925
117717	213878
45563	45564
123836	2712
14026	52786
16787	470693
167898	311972
408110	81520
413706	52124
16773	54117
230641	230642
357392	357393
10567	35076
47414	89546
116344	160720
207176	89431
20421	241841
272599	77856
144264	187294
32832	44780
298137	78037
65882	97965
14361	32423
101926	66546
161554	275782
404740	51294
56681	9874
22703	22704
144264	144265
1542	157895
11423	15139
44978	44979
43544	88319
105503	1373
30195	95845
276056	276057
365944	90593
140919	88593
11263	204525
36228	571
129554	97448
10473	23071
178041	45446
112586	35032
362986	82022
81837	8619
343750	343751
16457	267413
157107	329701
19518	22436
13113	45447
224602	353113
376998	46237
11175	330072
21549	8509
15107	15108
231369	275280
102885	72439
306889	7148
16025	19619
106490	133852
126311	42017
388864	388865
416055	69627
167214	36949
29036	40114
276033	440133
153282	338886
394685	394686
138865	138866
205382	35230
73544	77
11882	6721
22360	257258
40070	9719
1448	599
240309	290040
154015	72218
11168	7311
14412	89196
53802	7343
294853	4071
195280	419094
182671	297828
102960	102961
151640	288291
1310	230869
229844	43475
181175	225436
5609	56842
19329	7918
492487	492488
53296	93397
40917	51721
31682	36244
2535	350937
35921	49438
47480	56681
17160	88971
16920	9873
52318	678
298722	42165
59028	59029
29357	30554
262091	69146
18847	403432
262085	262086
268581	268582
33271	67712
1810	64428
33430	3507
27266	27267
33427	80301
508539	77414
39091	4079
22746	327216
229500	30865
76208	76209
122984	21536
20158	39079
25715	44040
25798	314883
285483	403860
440457	85451
5059	55281
13323	63753
39386	8023
278503	278504
21839	22296
21996	25162
106451	88874
221923	520963
219411	46015
159608	227367
378775	410151
536284	536285
61318	8838
231908	34632
340141	58427
129633	129634
472452	472453
43544	82022
157330	201161
10215	8885
2645	41641
66627	9932
3794	7707
73511	73512
511549	511550
115336	187961
55512	81370
10859	7918
194732	194733
12252	124704
24734	7842
103922	83531
209908	28248
111341	111342
303251	436893
119088	245691
46065	46066
103047	215639
2438	54444
167575	167576
31773	328420
254875	87932
170439	524230
295477	67608
137461	49564
189337	79487
10437	46047
176974	3325
19500	9172
278647	278648
173692	31722
100960	138800
13113	8461
114946	124113
5070	58835
17761	20542
1718	39819
17268	319036
104727	116117
39867	97156
233285	91812
144844	19340
115351	299625
12888	96905
206316	30340
119069	476105
5060	78899
14713	14714
21009	69108
259519	80301
117180	19981
166633	68924
267740	285987
115011	115012
65099	65100
10796	74656
11588	19138
65116	72620
124646	4548
79830	79831
16064	16065
101414	440457
31606	3975
445003	445004
141141	76978
16434	26746
497751	497752
146764	146765
247090	24881
25160	407860
256637	96560
320328	49496
55889	73823
18420	51489
180256	46040
220433	251048
185509	200404
134937	446068
347663	521359
8469	99019
352986	531418
28885	85451
233296	233297
133599	279948
1903	63451
209767	23086
246709	35223
230331	230332
14696	435893
162198	74460
233289	37906
115924	19891
47950	6578
36965	40700
29773	4235
531260	531261
119103	195069
21970	42047
41628	41629
33257	33258
5980	87645
130378	209567
17160	5909
267245	46442
17705	228276
120270	169101
185510	200404
364671	46693
11397	6749
11996	6992
17160	5313
19329	306595
398273	48082
233300	516322
206316	34547
518433	518434
277406	347416
311387	40301
49515	84312
229100	275208
136896	98263
102275	189816
83531	98493
11938	25018
139754	364063
263449	38923
57185	64081
104348	4583
13126	46568
101481	496363
189337	34936
55347	84081
208854	284132
42597	46473
264664	264665
447058	69682
414174	43345
165873	76936
69627	70048
137804	53272
28174	42620
43605	53632
25695	41575
250964	39275
19518	59391
113919	36777
20992	6577
26767	26768
305612	47867
220899	41275
100337	9566
169941	46834
11477	343976
21512	6804
458269	458270
187937	187938
349794	349795
304981	44194
140110	46135
129152	199573
174197	189816
423290	423291
10248	423210
12341	397227
62335	9848
101916	132417
11396	30022
17159	3506
107152	26363
241075	241076
27314	61435
158845	24862
20306	28064
13323	54020
82454	82455
36427	79771
12525	35930
462831	678
392205	517898
324912	55974
294697	294698
68425	9186
180977	180978
27335	62936
38243	60312
398273	463432
285422	285423
57405	8115
166638	43166
198566	36481
127016	4265
116125	28647
61634	88876
196439	5010
272070	471983
359626	399318
106326	30514
27590	34014
411698	93587
22361	333998
24437	264198
22193	276625
141722	55522
376287	376288
137496	145489
163009	163010
21009	31645
272740	42398
222075	222076
83500	99661
11510	1931
10365	33251
207735	521282
100703	57405
256416	52095
105493	14159
11373	9826
273049	367020
311401	74354
309959	69128
44234	44235
14696	362986
16786	382739
328103	90601
21548	78586
16346	7016
107987	186712
261843	44168
80596	80597
7343	91500
236981	330752
45213	49438
167012	381309
135284	205967
212789	9184
423210	97623
166905	24583
348928	348929
17729	38490
4397	58428
111297	172278
12591	58690
351312	520079
31229	599
275010	275011
165744	21355
101721	168819
12350	69992
125452	58428
18366	39243
209654	90395
13049	24473
156258	32926
123127	15340
209362	488973
202489	31104
113929	30865
11396	40752
336106	99810
11397	21807
165417	481193
24260	78
105997	52948
19200	60504
5289	65722
339489	95429
21393	21394
30030	31104
29615	51655
268900	87685
326371	99479
455597	455598
156880	262395
188170	68707
22153	2995
177590	195688
5699	5700
204524	66256
15731	361687
302844	302845
127751	448824
19640	38300
102664	102665
45282	71528
171301	246593
147595	2322
128446	293437
23908	396726
6992	69992
453495	58861
297580	407036
245418	245419
2567	446933
259202	259203
12252	2986
360639	360640
149231	80030
114676	376883
132877	175500
413153	413154
124705	25984
126069	185510
265363	506519
332733	332734
16199	30554
31645	58460
27003	41977
1286	7918
131732	295458
120968	24491
372829	8848
128975	152676
141025	98493
267658	432405
174530	22370
8025	8026
61586	61587
173823	17491
7202	8677
6923	6924
156759	44609
127947	127948
126654	126655
114676	46992
17244	9189
377061	377062
114804	86522
15936	65967
230980	34937
20542	2322
190554	275644
174037	209399
